code,region_l2,division,River flood,Urban flood,Coastal flood,Earthquake,Landslide,Tsunami,Volcano,Cyclone,Water scarcity,Extreme heat,Wildfire,Data_Type,Synthetic_Seed_Code
SYN001016,Synthetic Region 041,Synthetic Division 05,Low,Medium,,Low,Very low,,,Medium,Medium,High,Medium,Synthetic,17753
SYN001017,Synthetic Region 041,Synthetic Division 05,Very low,Medium,,Medium,Low,,,High,Medium,High,Medium,Synthetic,70110
SYN001018,Synthetic Region 041,Synthetic Division 05,Very low,Low,High,Medium,Medium,Medium,Very low,Very high,Low,High,High,Synthetic,70184
SYN001019,Synthetic Region 041,Synthetic Division 05,Medium,Medium,,Medium,High,,,High,Medium,Very high,High,Synthetic,70212
SYN001020,Synthetic Region 041,Synthetic Division 05,High,Medium,,Medium,Low,Very low,,Low,Low,Very high,High,Synthetic,17593
SYN001021,Synthetic Region 041,Synthetic Division 05,High,Medium,,Medium,Very low,,Very low,Very low,High,High,Medium,Synthetic,70134
SYN001022,Synthetic Region 041,Synthetic Division 05,Very low,Low,,High,Very low,,,Low,High,High,High,Synthetic,70237
SYN001023,Synthetic Region 041,Synthetic Division 05,Very low,,,Low,Medium,,Very low,,Medium,,Very low,Synthetic,72806
SYN001024,Synthetic Region 041,Synthetic Division 05,Medium,Low,Medium,Medium,Very low,,,High,Low,High,High,Synthetic,17882
SYN001025,Synthetic Region 041,Synthetic Division 05,High,Low,,Low,Low,,,Very low,High,Medium,High,Synthetic,70268
SYN001026,Synthetic Region 042,Synthetic Division 05,Very low,High,High,Low,High,Medium,,High,Medium,High,Very high,Synthetic,17778
SYN001027,Synthetic Region 042,Synthetic Division 05,High,High,Very low,Medium,Low,,,Low,Very high,High,High,Synthetic,17624
SYN001028,Synthetic Region 042,Synthetic Division 05,High,Very high,,Medium,Very low,,,Very low,High,Medium,High,Synthetic,70238
SYN001029,Synthetic Region 042,Synthetic Division 05,Medium,Low,Medium,Medium,Low,Medium,Very low,Medium,Medium,High,High,Synthetic,17563
SYN001030,Synthetic Region 042,Synthetic Division 05,Very low,Medium,,Medium,Medium,,Low,High,Very low,Medium,High,Synthetic,70250
SYN001031,Synthetic Region 042,Synthetic Division 05,Low,Very low,,Medium,Very low,,Very low,High,Low,High,High,Synthetic,17786
SYN001032,Synthetic Region 042,Synthetic Division 05,Low,Low,,High,Low,Low,,Very high,High,Medium,High,Synthetic,70155
SYN001033,Synthetic Region 042,Synthetic Division 05,Low,Low,Very low,Medium,Low,,Medium,Low,Medium,Medium,Medium,Synthetic,17547
SYN001034,Synthetic Region 042,Synthetic Division 05,Very low,,,Low,Medium,Low,Low,Very low,Low,Low,,Synthetic,72796
SYN001035,Synthetic Region 042,Synthetic Division 05,Very low,Medium,,Medium,Medium,,,Very low,Very low,Medium,High,Synthetic,17802
SYN001036,Synthetic Region 042,Synthetic Division 05,Low,Medium,,Low,Low,,Medium,Low,High,High,Very high,Synthetic,17837
SYN001037,Synthetic Region 042,Synthetic Division 05,Very low,Low,High,Medium,Very low,,,High,High,High,High,Synthetic,17647
SYN001038,Synthetic Region 042,Synthetic Division 05,High,Medium,Low,Medium,Medium,Low,,Very low,Very low,High,Very high,Synthetic,70092
SYN001039,Synthetic Region 042,Synthetic Division 05,High,Medium,Medium,Medium,Very low,High,,High,Very low,High,High,Synthetic,17699
SYN001040,Synthetic Region 042,Synthetic Division 05,Very low,Low,Very low,Medium,Low,Low,Low,High,Medium,Very high,Medium,Synthetic,70110
SYN001041,Synthetic Region 042,Synthetic Division 05,Very low,Low,Very low,Medium,Very low,Very low,Very low,Low,High,Very high,High,Synthetic,17860
SYN001042,Synthetic Region 042,Synthetic Division 05,Very high,Medium,,Medium,Low,,,Low,Very high,High,High,Synthetic,17896
SYN001043,Synthetic Region 042,Synthetic Division 05,Very low,Medium,,Medium,High,Low,,Very low,High,Medium,Medium,Synthetic,17948
SYN001044,Synthetic Region 042,Synthetic Division 05,Very low,Very low,,High,Very low,Very low,Low,Low,Medium,Very high,Very high,Synthetic,17726
SYN001045,Synthetic Region 042,Synthetic Division 05,High,Low,,Medium,Very low,Medium,Medium,Very low,High,High,High,Synthetic,17935
SYN001046,Synthetic Region 042,Synthetic Division 05,Medium,Low,,Medium,Very low,,,Low,Very high,Very high,Very high,Synthetic,17601
SYN001047,Synthetic Region 042,Synthetic Division 05,Very high,High,,Medium,High,,Very low,High,Low,Very high,High,Synthetic,17577
SYN001048,Synthetic Region 042,Synthetic Division 05,Low,Very low,Low,Low,High,,Very low,High,Very low,High,High,Synthetic,70200
SYN001049,Synthetic Region 042,Synthetic Division 05,,,,,Low,Medium,Low,,Low,,,Synthetic,72844
SYN001050,Synthetic Region 042,Synthetic Division 05,High,Medium,Very high,Low,Low,Low,,Very high,Low,Very high,High,Synthetic,70209
SYN001051,Synthetic Region 043,Synthetic Division 05,Low,Low,Medium,Medium,Low,Medium,Very low,High,High,Medium,High,Synthetic,17561
SYN001052,Synthetic Region 043,Synthetic Division 05,High,Low,Very low,High,Very low,Low,,Low,High,High,High,Synthetic,17628
SYN001053,Synthetic Region 043,Synthetic Division 05,Low,Low,Very low,Medium,Very low,High,,High,Very high,High,High,Synthetic,70228
SYN001054,Synthetic Region 043,Synthetic Division 05,Very low,Low,,Medium,Very low,,,High,Medium,High,High,Synthetic,70128
SYN001055,Synthetic Region 043,Synthetic Division 05,High,Low,,Medium,Low,Very low,,Low,Medium,High,High,Synthetic,17763
SYN001056,Synthetic Region 043,Synthetic Division 05,,,,Medium,Medium,,,,Low,Very low,,Synthetic,72793
SYN001057,Synthetic Region 043,Synthetic Division 05,High,High,,Low,High,,,Very high,Low,High,High,Synthetic,17702
SYN001058,Synthetic Region 043,Synthetic Division 05,Medium,Medium,,Medium,Very low,,,Very low,High,High,Very high,Synthetic,17931
SYN001059,Synthetic Region 043,Synthetic Division 05,Very low,,,High,High,,,Very low,Low,Medium,,Synthetic,72838
SYN001060,Synthetic Region 043,Synthetic Division 05,Very low,Low,,Medium,Medium,Medium,,Medium,Medium,Very high,High,Synthetic,17773
SYN001061,Synthetic Region 043,Synthetic Division 05,Very high,Low,,Medium,Low,,,Low,Medium,High,High,Synthetic,17594
SYN001062,Synthetic Region 043,Synthetic Division 05,Medium,Low,Medium,Medium,Very low,Medium,,Very low,Very high,High,Very high,Synthetic,17898
SYN001063,Synthetic Region 043,Synthetic Division 05,Medium,Very low,,High,Very low,Very low,Low,Low,High,Medium,High,Synthetic,70273
SYN001064,Synthetic Region 043,Synthetic Division 05,Very high,High,Very low,Medium,Medium,,,Low,Very low,Very high,High,Synthetic,17584
SYN001065,Synthetic Region 043,Synthetic Division 05,High,Very high,Medium,High,High,Medium,,High,Medium,Medium,High,Synthetic,17703
SYN001066,Synthetic Region 043,Synthetic Division 05,Very low,Very low,,Medium,Medium,,,Very high,Very low,High,High,Synthetic,70202
SYN001067,Synthetic Region 043,Synthetic Division 05,High,Low,Medium,Medium,Very low,,,Very low,Low,Medium,High,Synthetic,70235
SYN001068,Synthetic Region 043,Synthetic Division 05,Medium,High,,Medium,Very low,Low,Very low,Low,High,High,High,Synthetic,17663
SYN001069,Synthetic Region 043,Synthetic Division 05,Very low,Medium,Very low,Medium,Medium,Very low,Very low,Very low,Medium,Low,Medium,Synthetic,17674
SYN001070,Synthetic Region 043,Synthetic Division 05,High,Medium,,Low,Very low,,,Very low,High,High,High,Synthetic,17613
SYN001071,Synthetic Region 043,Synthetic Division 05,Low,Medium,Very low,High,Very low,,,High,High,High,Very high,Synthetic,17652
SYN001072,Synthetic Region 043,Synthetic Division 05,Low,Low,Very low,Medium,Low,,,High,Very low,High,High,Synthetic,70211
SYN001073,Synthetic Region 043,Synthetic Division 05,Very high,Low,,Medium,Very low,,,Very low,High,High,Medium,Synthetic,70277
SYN001074,Synthetic Region 043,Synthetic Division 05,Medium,Medium,Low,Medium,Very low,High,,Medium,Medium,High,High,Synthetic,70226
SYN001075,Synthetic Region 043,Synthetic Division 05,Low,Very low,,High,Medium,Low,,High,Medium,Very high,Very high,Synthetic,17683
SYN001076,Synthetic Region 044,Synthetic Division 05,Medium,Very low,,Medium,Very low,,,Medium,High,High,High,Synthetic,17558
SYN001077,Synthetic Region 044,Synthetic Division 05,Low,Very low,,Low,Very low,Low,,High,Medium,Medium,High,Synthetic,17603
SYN001078,Synthetic Region 044,Synthetic Division 05,Low,Low,Very low,Medium,Very low,,Low,High,Medium,High,Medium,Synthetic,17774
SYN001079,Synthetic Region 044,Synthetic Division 05,Low,High,Very low,Low,Very low,,,High,Low,High,High,Synthetic,70210
SYN001080,Synthetic Region 044,Synthetic Division 05,Very low,Low,Low,,Medium,,,Very low,Low,,,Synthetic,72812
SYN001081,Synthetic Region 044,Synthetic Division 05,Very low,Medium,,Medium,Very low,,,Very high,High,High,High,Synthetic,70099
SYN001082,Synthetic Region 044,Synthetic Division 05,Low,Low,,Medium,Low,Low,,Low,Very high,Medium,High,Synthetic,17745
SYN001083,Synthetic Region 044,Synthetic Division 05,Very high,Medium,Medium,High,Medium,,,Medium,Very low,Low,High,Synthetic,70188
SYN001084,Synthetic Region 044,Synthetic Division 05,Very low,,,Very low,Medium,,,,Very low,,Very low,Synthetic,72849
SYN001085,Synthetic Region 044,Synthetic Division 05,,,Medium,Very low,Medium,Very low,,,Low,Very low,,Synthetic,72844
SYN001086,Synthetic Region 044,Synthetic Division 05,Very low,,,High,Medium,,,Very low,Low,Medium,,Synthetic,72843
SYN001087,Synthetic Region 044,Synthetic Division 05,High,Low,,High,Very low,,Medium,Very low,High,High,High,Synthetic,70284
SYN001088,Synthetic Region 044,Synthetic Division 05,Very low,High,,Medium,High,,Low,Low,Very low,High,High,Synthetic,17803
SYN001089,Synthetic Region 044,Synthetic Division 05,Low,Very low,,Medium,Very low,,,High,Medium,Medium,High,Synthetic,17682
SYN001090,Synthetic Region 044,Synthetic Division 05,Low,Low,Very low,Low,Very low,,Medium,High,Medium,High,High,Synthetic,17782
SYN001091,Synthetic Region 044,Synthetic Division 05,Medium,Low,Low,High,Very low,,Very low,Very low,High,High,High,Synthetic,17916
SYN001092,Synthetic Region 044,Synthetic Division 05,Low,Low,,Medium,Low,,,Very low,High,High,Medium,Synthetic,17852
SYN001093,Synthetic Region 044,Synthetic Division 05,High,Medium,,High,Very low,,Very low,Very low,High,High,High,Synthetic,70096
SYN001094,Synthetic Region 044,Synthetic Division 05,Very high,High,,Medium,Medium,Low,,Medium,Very low,High,Medium,Synthetic,17572
SYN001095,Synthetic Region 044,Synthetic Division 05,Medium,Low,Low,Low,Very low,Very low,Very low,Low,High,High,High,Synthetic,17836
SYN001096,Synthetic Region 044,Synthetic Division 05,High,Medium,Very low,Low,Very low,,,Low,High,High,High,Synthetic,70278
SYN001097,Synthetic Region 044,Synthetic Division 05,Low,Medium,,Medium,Low,,Very low,Very high,Low,High,Medium,Synthetic,17875
SYN001098,Synthetic Region 044,Synthetic Division 05,Medium,Medium,,Medium,Very low,Very low,Very low,High,High,High,Very high,Synthetic,17780
SYN001099,Synthetic Region 044,Synthetic Division 05,Very low,Very low,,High,High,Low,Very low,Very low,Medium,Low,High,Synthetic,17864
SYN001100,Synthetic Region 044,Synthetic Division 05,Medium,Very low,,High,Low,,,Very low,Medium,Very high,High,Synthetic,70171
SYN001101,Synthetic Region 045,Synthetic Division 05,Medium,Medium,,Medium,Very low,,Low,Low,High,High,High,Synthetic,70266
SYN001102,Synthetic Region 045,Synthetic Division 05,High,Low,,Medium,Very low,,,Medium,High,Medium,High,Synthetic,17609
SYN001103,Synthetic Region 045,Synthetic Division 05,Medium,Low,Low,Medium,Very low,,,Very low,High,High,Very high,Synthetic,17931
SYN001104,Synthetic Region 045,Synthetic Division 05,Low,Low,,Medium,High,,,Low,High,Very high,High,Synthetic,17675
SYN001105,Synthetic Region 045,Synthetic Division 05,Medium,Low,Low,Medium,Low,Very low,Medium,Low,High,Very high,High,Synthetic,70143
SYN001106,Synthetic Region 045,Synthetic Division 05,Medium,Medium,,Medium,Very low,,Low,High,Very low,Very high,High,Synthetic,17869
SYN001107,Synthetic Region 045,Synthetic Division 05,Medium,Low,,Medium,Very low,Medium,Medium,Very low,High,High,High,Synthetic,17897
SYN001108,Synthetic Region 045,Synthetic Division 05,Medium,Low,,Medium,Very low,,Low,Very low,Medium,High,High,Synthetic,17941
SYN001109,Synthetic Region 045,Synthetic Division 05,Low,Very high,Very low,High,High,,,Medium,Medium,High,High,Synthetic,70198
SYN001110,Synthetic Region 045,Synthetic Division 05,Very low,Low,,Medium,Medium,,,Very low,Medium,Medium,High,Synthetic,17746
SYN001111,Synthetic Region 045,Synthetic Division 05,Medium,Low,,Medium,Very low,,,Very low,Very high,High,High,Synthetic,17665
SYN001112,Synthetic Region 045,Synthetic Division 05,Low,Low,,Low,Very low,,Medium,Low,Medium,Medium,High,Synthetic,17754
SYN001113,Synthetic Region 045,Synthetic Division 05,Medium,High,Very low,High,Low,,Very low,Low,Very low,High,High,Synthetic,17580
SYN001114,Synthetic Region 045,Synthetic Division 05,Medium,Very low,,Medium,Medium,Very low,Low,Very high,Medium,High,Medium,Synthetic,17776
SYN001115,Synthetic Region 045,Synthetic Division 05,Low,Low,,Low,Very low,,,Low,Medium,High,High,Synthetic,70186
SYN001116,Synthetic Region 045,Synthetic Division 05,Medium,Very low,Very low,Medium,Very low,,Very low,Very low,High,Very high,High,Synthetic,17931
SYN001117,Synthetic Region 045,Synthetic Division 05,High,High,Low,High,Low,,,Very low,Very low,Medium,Very high,Synthetic,70086
SYN001118,Synthetic Region 045,Synthetic Division 05,Low,Very low,,High,High,,,Very low,Medium,High,Very high,Synthetic,17666
SYN001119,Synthetic Region 045,Synthetic Division 05,Low,Low,,Medium,Very low,Medium,,Low,High,High,High,Synthetic,70176
SYN001120,Synthetic Region 045,Synthetic Division 05,Very low,Medium,Low,Medium,Medium,,Medium,,Low,Very low,,Synthetic,72829
SYN001121,Synthetic Region 045,Synthetic Division 05,Very high,Medium,,Low,Very low,,,Very high,Medium,High,High,Synthetic,70157
SYN001122,Synthetic Region 045,Synthetic Division 05,Very low,,,Very low,Low,Medium,Very low,,Very low,,Very low,Synthetic,72849
SYN001123,Synthetic Region 045,Synthetic Division 05,High,Low,Low,Medium,Very low,,Very low,Very low,High,Very high,High,Synthetic,17664
SYN001124,Synthetic Region 045,Synthetic Division 05,Medium,Low,,Medium,Very low,,Very low,Very low,High,Medium,High,Synthetic,70098
SYN001125,Synthetic Region 045,Synthetic Division 05,Medium,Low,,Medium,Very low,,,Very low,High,Very high,Medium,Synthetic,17657
SYN001126,Synthetic Region 046,Synthetic Division 05,Medium,Low,,Medium,Very low,,Low,Very high,Low,High,Medium,Synthetic,17869
SYN001127,Synthetic Region 046,Synthetic Division 05,Very low,Low,,Medium,High,Very low,Very low,Very low,Medium,Medium,,Synthetic,72809
SYN001128,Synthetic Region 046,Synthetic Division 05,High,Low,Low,Medium,Very low,,,Very low,High,High,High,Synthetic,17821
SYN001129,Synthetic Region 046,Synthetic Division 05,Very low,Low,,Medium,Low,,,Medium,Medium,High,High,Synthetic,17767
SYN001130,Synthetic Region 046,Synthetic Division 05,Low,Low,Low,Medium,Very low,Very low,Very low,High,Low,Very high,Medium,Synthetic,17869
SYN001131,Synthetic Region 046,Synthetic Division 05,Very low,High,Medium,Medium,Low,,,High,Low,Very high,High,Synthetic,70210
SYN001132,Synthetic Region 046,Synthetic Division 05,Medium,Low,,High,Low,,,High,Medium,Medium,High,Synthetic,70154
SYN001133,Synthetic Region 046,Synthetic Division 05,High,Medium,,Medium,Very low,,,Very low,High,Medium,Medium,Synthetic,17758
SYN001134,Synthetic Region 046,Synthetic Division 05,Very low,Low,,High,Very low,,Very low,High,Low,High,High,Synthetic,70179
SYN001135,Synthetic Region 046,Synthetic Division 05,Low,Low,,Low,Medium,Very low,,Very high,High,Medium,Medium,Synthetic,17700
SYN001136,Synthetic Region 046,Synthetic Division 05,Low,Medium,,Medium,Low,,Very low,High,Low,High,High,Synthetic,70222
SYN001137,Synthetic Region 046,Synthetic Division 05,Medium,Very low,Medium,High,Very low,Low,Very low,Low,Very high,High,Medium,Synthetic,70234
SYN001138,Synthetic Region 046,Synthetic Division 05,Very low,Low,High,Low,Low,Medium,Very low,High,Very high,High,High,Synthetic,17636
SYN001139,Synthetic Region 046,Synthetic Division 05,Low,Very low,High,Medium,Very low,Low,,High,High,Medium,Medium,Synthetic,17636
SYN001140,Synthetic Region 046,Synthetic Division 05,Medium,High,Low,Medium,Very low,,Low,Low,Very low,High,High,Synthetic,17580
SYN001141,Synthetic Region 046,Synthetic Division 05,Medium,Low,,High,Very low,,,High,High,High,Very high,Synthetic,17686
SYN001142,Synthetic Region 046,Synthetic Division 05,Medium,High,,Medium,Low,,,Low,High,High,High,Synthetic,17832
SYN001143,Synthetic Region 046,Synthetic Division 05,Low,Medium,,Medium,Low,Very low,,Low,Low,High,Medium,Synthetic,70113
SYN001144,Synthetic Region 046,Synthetic Division 05,Very low,Low,,Low,Low,,,Low,Medium,High,High,Synthetic,17857
SYN001145,Synthetic Region 046,Synthetic Division 05,High,High,Medium,Medium,Low,Medium,Medium,High,Low,High,Very high,Synthetic,17565
SYN001146,Synthetic Region 046,Synthetic Division 05,Very low,Very low,,Medium,Low,,Very low,High,Medium,High,Medium,Synthetic,70145
SYN001147,Synthetic Region 046,Synthetic Division 05,Medium,Medium,Medium,High,Medium,,,High,Medium,High,High,Synthetic,17765
SYN001148,Synthetic Region 046,Synthetic Division 05,Very low,Medium,,High,High,Very low,,High,Low,High,High,Synthetic,17710
SYN001149,Synthetic Region 046,Synthetic Division 05,Low,Low,Medium,Medium,Very low,Low,,Medium,Medium,High,High,Synthetic,17561
SYN001150,Synthetic Region 046,Synthetic Division 05,Medium,Very low,,High,Low,,Medium,High,High,High,High,Synthetic,17558
SYN001151,Synthetic Region 047,Synthetic Division 05,Medium,Low,Very low,High,Low,,Very low,Low,High,High,Medium,Synthetic,17640
SYN001152,Synthetic Region 047,Synthetic Division 05,Very high,Low,,Medium,Very low,Low,Medium,Very low,Very high,High,High,Synthetic,17901
SYN001153,Synthetic Region 047,Synthetic Division 05,Low,Low,,Medium,Low,Medium,Medium,Very high,Low,Very high,High,Synthetic,70297
SYN001154,Synthetic Region 047,Synthetic Division 05,Very high,Medium,Medium,Medium,Very low,,Very low,Very low,Medium,High,Medium,Synthetic,17889
SYN001155,Synthetic Region 047,Synthetic Division 05,High,Medium,,High,Low,Low,Very low,Very low,High,High,High,Synthetic,17889
SYN001156,Synthetic Region 047,Synthetic Division 05,Medium,Low,,Medium,Low,,Medium,Very low,Very low,Medium,Very high,Synthetic,17571
SYN001157,Synthetic Region 047,Synthetic Division 05,Low,Very low,Very low,Medium,Very low,Medium,,Low,High,Medium,High,Synthetic,17851
SYN001158,Synthetic Region 047,Synthetic Division 05,Medium,Medium,,Medium,Very low,,,Low,High,High,Medium,Synthetic,17922
SYN001159,Synthetic Region 047,Synthetic Division 05,,,,,Low,,Low,,Low,,Very low,Synthetic,72783
SYN001160,Synthetic Region 047,Synthetic Division 05,Very low,Low,,Medium,Low,Very low,,Low,Low,Very high,High,Synthetic,70173
SYN001161,Synthetic Region 047,Synthetic Division 05,Medium,High,Low,Medium,High,Medium,Low,High,Medium,Medium,High,Synthetic,17566
SYN001162,Synthetic Region 047,Synthetic Division 05,Very low,Very low,Medium,Medium,Very low,,,Medium,High,High,Medium,Synthetic,17647
SYN001163,Synthetic Region 047,Synthetic Division 05,Medium,High,,Medium,Medium,,Medium,High,Low,High,Very high,Synthetic,70220
SYN001164,Synthetic Region 047,Synthetic Division 05,High,High,,Medium,High,Medium,,High,Low,Medium,Very high,Synthetic,70227
SYN001165,Synthetic Region 047,Synthetic Division 05,Medium,Low,,Medium,Low,,,Very low,Medium,High,High,Synthetic,17899
SYN001166,Synthetic Region 047,Synthetic Division 05,Very low,Low,Very low,Medium,Low,Low,,Medium,Low,Very high,High,Synthetic,70110
SYN001167,Synthetic Region 047,Synthetic Division 05,High,Low,,Medium,Very low,Very low,,Very low,Very high,High,High,Synthetic,70260
SYN001168,Synthetic Region 047,Synthetic Division 05,Very low,Very low,Very low,Medium,Medium,,Low,Medium,High,High,High,Synthetic,70118
SYN001169,Synthetic Region 047,Synthetic Division 05,Medium,,,Low,Very low,Very low,,,Low,,Very low,Synthetic,72818
SYN001170,Synthetic Region 047,Synthetic Division 05,Medium,,,Medium,Low,,Very low,Very low,High,High,Very low,Synthetic,72847
SYN001171,Synthetic Region 047,Synthetic Division 05,Very low,,,Very low,High,,,,Low,,,Synthetic,72834
SYN001172,Synthetic Region 047,Synthetic Division 05,Medium,,,,High,,,Very low,Very low,,,Synthetic,72824
SYN001173,Synthetic Region 047,Synthetic Division 05,Very low,Low,,Medium,Very low,,Very low,Very low,Very high,Very high,Very high,Synthetic,17733
SYN001174,Synthetic Region 047,Synthetic Division 05,Medium,Low,Low,Medium,Medium,,Very low,High,Medium,High,Very high,Synthetic,70107
SYN001175,Synthetic Region 047,Synthetic Division 05,High,Low,,Low,Low,Very low,,Low,High,High,High,Synthetic,70097
SYN001176,Synthetic Region 048,Synthetic Division 05,Very low,Very low,,,Low,,,,Medium,Very low,Very low,Synthetic,72832
SYN001177,Synthetic Region 048,Synthetic Division 05,Medium,High,,Medium,Low,,Low,Medium,Low,Medium,Medium,Synthetic,70105
SYN001178,Synthetic Region 048,Synthetic Division 05,Low,Very low,,Medium,Very low,,,Very low,Medium,High,High,Synthetic,70186
SYN001179,Synthetic Region 048,Synthetic Division 05,Medium,Medium,Very low,High,Very low,Very low,,Very low,Very high,Very high,High,Synthetic,70138
SYN001180,Synthetic Region 048,Synthetic Division 05,Very low,Medium,,Low,High,,Very low,Medium,Medium,Medium,High,Synthetic,17794
SYN001181,Synthetic Region 048,Synthetic Division 05,High,Medium,,Medium,Very low,,Low,Low,High,Medium,High,Synthetic,17609
SYN001182,Synthetic Region 048,Synthetic Division 05,Very low,Medium,,Medium,High,,,High,Low,Medium,High,Synthetic,17700
SYN001183,Synthetic Region 048,Synthetic Division 05,Low,Low,Medium,High,Medium,,Medium,Low,Low,High,High,Synthetic,17746
SYN001184,Synthetic Region 048,Synthetic Division 05,Very low,Low,Low,Medium,Very low,Low,Very low,Low,Low,High,High,Synthetic,70177
SYN001185,Synthetic Region 048,Synthetic Division 05,Very low,Medium,Low,High,Very low,,Low,Medium,High,High,Medium,Synthetic,70128
SYN001186,Synthetic Region 048,Synthetic Division 05,High,Medium,,Low,Low,,,Very low,High,High,High,Synthetic,17611
SYN001187,Synthetic Region 048,Synthetic Division 05,Low,Medium,Medium,Medium,Very low,Medium,,Very high,High,High,High,Synthetic,17643
SYN001188,Synthetic Region 048,Synthetic Division 05,High,Low,,Medium,Very low,Medium,,Very low,High,High,Very high,Synthetic,17630
SYN001189,Synthetic Region 048,Synthetic Division 05,Medium,High,,Medium,Very low,Medium,,Low,Medium,High,Medium,Synthetic,70090
SYN001190,Synthetic Region 048,Synthetic Division 05,Very low,Very low,,Medium,Low,,,Very high,High,High,High,Synthetic,70148
SYN001191,Synthetic Region 048,Synthetic Division 05,Very low,Very low,,High,Low,,,Medium,Medium,Very high,Very high,Synthetic,17764
SYN001192,Synthetic Region 048,Synthetic Division 05,Medium,Low,,Medium,Very low,,Low,High,High,High,Very high,Synthetic,17564
SYN001193,Synthetic Region 048,Synthetic Division 05,Low,Low,,Medium,Very low,Low,,Very low,Very high,High,Medium,Synthetic,17859
SYN001194,Synthetic Region 048,Synthetic Division 05,Very low,Medium,,High,Medium,,,Very low,Low,Medium,High,Synthetic,70282
SYN001195,Synthetic Region 048,Synthetic Division 05,Very low,Very low,Low,Low,Low,Very low,Low,Low,High,High,High,Synthetic,17840
SYN001196,Synthetic Region 048,Synthetic Division 05,Very low,,,,Medium,Very low,,Low,Low,,,Synthetic,72834
SYN001197,Synthetic Region 048,Synthetic Division 05,Low,Very high,,Medium,High,,,Very low,Medium,High,High,Synthetic,17910
SYN001198,Synthetic Region 048,Synthetic Division 05,Low,Low,,High,Low,,Low,Low,Medium,Medium,High,Synthetic,17767
SYN001199,Synthetic Region 048,Synthetic Division 05,Very low,,,Low,Medium,Low,,Low,Medium,Medium,,Synthetic,72794
SYN001200,Synthetic Region 048,Synthetic Division 05,High,Low,,Medium,Very low,,,Low,Medium,High,High,Synthetic,17734
SYN001201,Synthetic Region 049,Synthetic Division 05,Low,Low,,High,Very low,,,Low,High,Very high,Medium,Synthetic,17859
SYN001202,Synthetic Region 049,Synthetic Division 05,Medium,Medium,,High,Very low,,,Very low,Medium,High,High,Synthetic,17826
SYN001203,Synthetic Region 049,Synthetic Division 05,Medium,Low,,Medium,Very low,Low,Medium,Low,Very high,High,High,Synthetic,17917
SYN001204,Synthetic Region 049,Synthetic Division 05,Very low,Very low,,Low,High,Very low,Very low,Very low,Medium,Very low,Very low,Synthetic,72785
SYN001205,Synthetic Region 049,Synthetic Division 05,Medium,Low,,Medium,Low,,Very low,High,Very low,High,High,Synthetic,17869
SYN001206,Synthetic Region 049,Synthetic Division 05,Low,Low,Very low,Low,Very high,,,Very low,High,High,Very high,Synthetic,70285
SYN001207,Synthetic Region 049,Synthetic Division 05,Medium,Very low,,Medium,Very low,,Very low,Low,High,High,High,Synthetic,17562
SYN001208,Synthetic Region 049,Synthetic Division 05,Very high,Medium,Low,Medium,Very low,Low,Low,High,Medium,Medium,Medium,Synthetic,70225
SYN001209,Synthetic Region 049,Synthetic Division 05,Very low,Low,Medium,Low,Medium,,,,Medium,Medium,,Synthetic,72784
SYN001210,Synthetic Region 049,Synthetic Division 05,Very low,Very low,,High,High,,,Very low,Very low,,,Synthetic,72823
SYN001211,Synthetic Region 049,Synthetic Division 05,Low,Low,,Medium,Medium,,,High,Low,High,High,Synthetic,70206
SYN001212,Synthetic Region 049,Synthetic Division 05,Low,Very low,,Medium,Very low,,,Very low,High,High,High,Synthetic,17943
SYN001213,Synthetic Region 049,Synthetic Division 05,Low,Very low,,High,Low,,Low,High,High,Medium,High,Synthetic,70147
SYN001214,Synthetic Region 049,Synthetic Division 05,Very high,Medium,,Medium,Low,,,Very low,Medium,High,High,Synthetic,17828
SYN001215,Synthetic Region 049,Synthetic Division 05,High,Low,Very high,Medium,Very low,Medium,,High,Medium,High,High,Synthetic,17881
SYN001216,Synthetic Region 049,Synthetic Division 05,Medium,Medium,,Medium,Low,Very low,Low,Low,Low,High,High,Synthetic,17730
SYN001217,Synthetic Region 049,Synthetic Division 05,Medium,Low,Medium,Low,Very low,High,,High,High,High,Very high,Synthetic,17561
SYN001218,Synthetic Region 049,Synthetic Division 05,High,High,,Low,Very low,Low,,Very low,Very low,Medium,High,Synthetic,17576
SYN001219,Synthetic Region 049,Synthetic Division 05,High,High,,Medium,High,,Low,Low,Very low,High,Very high,Synthetic,17572
SYN001220,Synthetic Region 049,Synthetic Division 05,Very low,Low,,High,High,,,Low,High,High,High,Synthetic,17676
SYN001221,Synthetic Region 049,Synthetic Division 05,Very high,Medium,,Medium,Very low,,,Very low,High,High,High,Synthetic,17904
SYN001222,Synthetic Region 049,Synthetic Division 05,Medium,Very low,,Medium,Very low,,,High,Medium,Very high,High,Synthetic,70216
SYN001223,Synthetic Region 049,Synthetic Division 05,Very high,Low,,Medium,Low,Medium,,Low,High,High,High,Synthetic,17915
SYN001224,Synthetic Region 049,Synthetic Division 05,Low,Low,,Medium,Very low,Low,,Very low,High,Medium,High,Synthetic,17662
SYN001225,Synthetic Region 049,Synthetic Division 05,Low,Very low,,Medium,Very low,,Low,Very high,Medium,Medium,High,Synthetic,17686
SYN001226,Synthetic Region 050,Synthetic Division 05,Very low,Low,,Medium,Medium,Low,,Very high,Low,High,Medium,Synthetic,70217
